idp;a;veget5;c135
500980 ;1;0;1.11
500980 ;2;0;1.27
500980 ;3;0;1.2
500980 ;4;0;1.18
501279 ;1;6;
501279 ;2;6;
501279 ;3;0;0.35
501279 ;4;6;
501279 ;8;6;
501279 ;9;A;0.72
501279 ;11;0;0.36
501279 ;14;0;0.39
501279 ;15;0;0.42
501279 ;16;6;
501279 ;17;6;
501279 ;18;6;
501279 ;19;6;
501279 ;20;6;
501279 ;21;6;
501780 ;1;0;1.55
501780 ;2;0;1.47
501780 ;3;0;1.62
501780 ;4;0;1.44
502162 ;1;0;1.4
502162 ;2;0;1.51
502162 ;3;0;1.85
502162 ;4;0;1.83
502162 ;5;0;0.5
502162 ;6;0;0.37
502162 ;7;0;0.27
502162 ;8;0;0.33
502162 ;9;0;0.3
502162 ;10;0;0.35
502162 ;11;0;0.5
502409 ;1;0;0.98
502409 ;2;0;1.06
502409 ;3;0;0.94
502409 ;4;0;0.95
503141 ;1;6;
503141 ;2;6;
503141 ;3;6;
503141 ;4;6;
503477 ;1;6;
503477 ;2;6;
503477 ;3;6;
503477 ;4;6;
503859 ;1;0;1.64
503859 ;2;0;1.1
503859 ;3;0;1.45
503859 ;4;M;1.61
503859 ;6;0;0.68
503859 ;7;0;0.44
504892 ;1;0;0.85
504892 ;2;0;1.78
504892 ;3;0;1.42
504892 ;4;0;0.29
504892 ;5;0;0.33
504892 ;7;0;0.27
504892 ;8;0;0.29
504892 ;9;0;0.32
504892 ;10;0;0.54
504892 ;11;0;0.94
504892 ;12;0;0.78
504892 ;13;0;3.65
505077 ;1;0;1.52
505077 ;2;0;1.72
505077 ;3;0;1.35
505249 ;1;0;1.13
505249 ;2;0;0.82
505249 ;3;0;1.34
505249 ;4;0;1.07
505877 ;1;0;1.53
505877 ;2;0;1.46
505877 ;3;0;1.48
505877 ;5;0;0.98
505877 ;6;0;0.79
505877 ;7;0;0.49
506072 ;1;0;1.41
506072 ;2;6;
506072 ;3;0;1.52
506072 ;4;0;1.16
506072 ;5;0;0.3
506164 ;1;0;1.24
506164 ;2;0;1.22
506164 ;3;0;1.41
506164 ;4;0;1.4
506164 ;5;A;0.35
506164 ;6;A;0.43
506164 ;7;0;0.38
506164 ;8;0;0.53
506164 ;9;0;0.3
506164 ;10;0;0.31
506245 ;1;0;1.26
506245 ;2;0;1.09
506245 ;3;0;1.09
506245 ;4;0;1.1
506724 ;1;M;1.77
506724 ;2;0;0.79
506724 ;3;0;1.3
506724 ;4;A;1.52
506724 ;6;M;0.32
506724 ;7;M;0.34
506724 ;8;0;0.46
506724 ;9;0;0.43
506724 ;10;0;0.45
506724 ;11;0;0.36
506724 ;12;0;0.45
506724 ;13;M;0.37
506724 ;14;0;0.36
506724 ;15;0;0.39
506724 ;16;0;0.37
506908 ;1;M;0.96
506908 ;2;0;0.41
506908 ;3;0;0.26
506908 ;4;0;0.26
506908 ;5;0;1.3
506908 ;6;0;0.34
506908 ;7;0;1.48
506908 ;8;0;0.55
506908 ;9;0;1.1
506908 ;10;0;1.3
506908 ;11;A;0.97
507126 ;1;6;
507126 ;2;6;
507126 ;3;6;
507126 ;4;6;
507126 ;5;6;
507126 ;6;6;
507126 ;7;6;
507126 ;8;0;0.54
507126 ;9;0;0.42
507126 ;10;0;0.5
507126 ;11;0;1.23
507144 ;1;0;0.81
507144 ;2;0;0.98
507144 ;3;0;0.56
507144 ;4;0;0.71
507144 ;5;0;0.39
507144 ;6;0;0.26
507144 ;7;0;0.32
507144 ;8;0;0.37
507386 ;1;0;0.51
507386 ;2;0;0.47
507386 ;3;0;0.44
507386 ;4;0;1.29
507386 ;5;0;0.53
507386 ;6;0;1.6
507386 ;7;0;1.6
507386 ;8;0;0.51
507386 ;9;0;1.18
507386 ;10;0;0.29
507386 ;11;M;1.39
507386 ;12;0;1.29
507386 ;13;M;0.24
507386 ;14;0;1.44
507386 ;15;0;0.67
507386 ;16;0;0.39
508449 ;1;0;1.42
508449 ;2;0;1.6
508449 ;3;0;1.66
508449 ;4;0;1.35
508801 ;1;0;0.93
508801 ;2;0;0.92
508801 ;3;0;0.89
508801 ;4;0;0.7
508967 ;1;0;1
508967 ;2;0;0.68
508967 ;3;0;0.84
508967 ;4;0;0.68
508967 ;5;0;0.41
508967 ;6;0;0.41
508967 ;7;0;0.33
508967 ;8;0;0.36
508967 ;9;0;0.29
508967 ;10;0;0.39
508967 ;11;0;0.31
508967 ;12;0;0.28
508967 ;13;0;0.34
509351 ;1;0;0.82
509351 ;2;0;0.65
509351 ;3;0;0.81
509351 ;4;0;0.68
509351 ;5;0;0.39
509377 ;1;0;1.28
509377 ;2;0;0.79
509377 ;3;0;1.39
509377 ;4;0;1.16
509498 ;1;M;0.61
509498 ;2;0;0.43
509498 ;3;6;
509498 ;4;6;
509582 ;1;6;
509582 ;2;6;
509582 ;3;6;
509582 ;4;6;
509648 ;1;6;
509648 ;2;6;
509648 ;3;6;
509648 ;4;6;
509777 ;1;0;0.92
509777 ;2;0;1.29
509777 ;3;0;1.37
509777 ;4;0;1.36
509777 ;5;0;0.35
509777 ;6;0;0.3
509777 ;7;0;0.4
510258 ;1;0;1.51
510258 ;2;0;1.39
510258 ;3;0;0.34
510258 ;4;0;0.47
510258 ;5;0;1.91
510258 ;6;0;2.17
510408 ;1;0;1.19
510408 ;2;0;0.29
510408 ;3;0;0.29
510408 ;4;M;0.25
510408 ;5;0;1.07
510408 ;6;0;0.27
510408 ;7;0;0.31
510408 ;8;0;0.59
510408 ;9;0;1.12
510408 ;10;0;0.51
510408 ;11;0;0.44
510408 ;12;0;1.19
511031 ;1;0;0.6
511031 ;2;0;0.58
511031 ;3;0;0.57
511573 ;1;0;1.24
511573 ;2;0;1.43
511573 ;3;0;1.37
511573 ;4;0;1.29
511771 ;1;0;0.38
511771 ;2;0;1.22
511771 ;3;0;0.38
511771 ;4;0;0.46
511771 ;5;0;1.51
511771 ;6;0;1.63
511771 ;7;0;2.38
511771 ;8;0;0.33
511771 ;9;0;0.59
511771 ;10;0;1.36
511771 ;11;0;0.36
512677 ;1;A;0.73
512677 ;2;M;0.82
512677 ;3;A;0.87
512871 ;1;0;1.42
512871 ;2;0;1.55
512871 ;3;0;1.12
512871 ;4;0;1.56
512871 ;5;0;0.3
512871 ;6;0;0.44
512871 ;7;0;0.31
512871 ;8;0;0.45
512871 ;9;0;0.44
512871 ;10;M;0.39
512871 ;11;0;0.46
512897 ;1;0;1.43
512897 ;2;0;1.41
512897 ;3;0;1.25
513030 ;1;0;1.58
513030 ;2;0;1.65
513030 ;3;0;1.45
513030 ;4;0;1.53
513506 ;1;0;1.37
513506 ;2;0;1.18
513506 ;3;0;1.34
513506 ;4;0;1.32
513506 ;5;0;0.38
513506 ;6;0;0.31
513506 ;7;0;0.3
513506 ;8;0;0.32
513506 ;9;0;0.28
513506 ;10;0;0.27
514953 ;1;0;0.81
514953 ;2;0;1.07
514953 ;3;0;0.29
514953 ;4;0;0.97
514953 ;5;0;0.89
514953 ;6;0;0.35
514953 ;7;0;0.81
514953 ;8;0;0.8
514953 ;9;0;0.55
514953 ;10;0;1.02
514953 ;11;0;0.76
514953 ;12;0;0.74
514953 ;13;0;1.23
514953 ;14;0;0.26
514953 ;15;0;0.7
514953 ;16;0;0.67
514953 ;17;0;0.24
515370 ;1;0;1.48
515370 ;2;0;1.34
515370 ;3;0;1.21
515370 ;4;0;1.46
515370 ;5;0;0.38
516136 ;1;0;1.63
516136 ;2;0;0.63
516136 ;3;0;1.8
516136 ;4;0;1.39
516413 ;1;0;1.08
516413 ;2;0;0.89
516413 ;3;0;1.29
516413 ;4;0;1.12
516812 ;1;0;1.17
516812 ;2;0;1.13
516812 ;3;0;0.89
516812 ;4;6;
516829 ;3;6;
516829 ;4;6;
516829 ;5;0;1.67
516829 ;6;6;
516829 ;7;6;
516829 ;8;6;
516829 ;9;6;
516835 ;1;0;2.08
517267 ;1;0;1.56
517267 ;2;0;1.33
517267 ;3;0;1.52
517267 ;4;0;1.42
517267 ;5;M;0.44
517267 ;7;0;0.29
517267 ;8;0;0.42
517267 ;9;0;0.29
517267 ;10;M;0.28
517267 ;12;M;0.42
517267 ;14;M;0.54
517719 ;1;6;
517719 ;2;6;
517719 ;3;6;
517719 ;4;6;
519165 ;1;0;1.5
519165 ;2;0;1.34
519165 ;3;0;0.86
519165 ;4;0;1.53
519165 ;5;0;0.37
519165 ;6;0;0.55
519165 ;7;0;0.39
519165 ;8;0;0.32
519165 ;9;0;0.3
519165 ;10;0;0.36
519165 ;11;0;0.38
519327 ;1;6;
519327 ;2;6;
519327 ;3;6;
519327 ;4;6;
519466 ;1;0;0.88
519466 ;2;0;0.9
519479 ;1;0;1.1
519479 ;2;0;1.21
519479 ;3;0;1.31
519479 ;4;0;1.39
519479 ;6;0;0.6
519479 ;7;0;0.29
519479 ;8;0;0.41
519479 ;9;0;0.32
519479 ;10;0;0.35
519479 ;11;0;0.51
519479 ;12;0;0.45
519568 ;1;0;1.51
519568 ;2;0;1.22
519568 ;3;0;1.1
519568 ;4;0;1.21
519568 ;5;0;0.58
519568 ;6;0;0.86
519568 ;7;0;0.51
519568 ;8;0;0.65
519568 ;9;0;0.7
519568 ;10;0;0.27
519568 ;11;0;1
520264 ;1;6;
520264 ;2;6;
520264 ;3;6;
520264 ;4;6;
520479 ;1;0;1.79
520479 ;2;0;1.48
520479 ;3;0;1.7
520479 ;4;0;1.62
520479 ;5;0;1.62
520479 ;6;0;1.5
520479 ;7;0;1.37
520539 ;1;0;0.96
520539 ;2;0;0.84
520539 ;3;0;0.75
520539 ;4;0;0.8
520539 ;5;0;0.84
520539 ;6;0;0.56
520539 ;7;0;0.44
520539 ;8;0;0.37
520539 ;9;0;0.45
520539 ;10;0;0.33
520539 ;11;0;0.39
520539 ;12;0;0.57
520539 ;13;0;0.99
520560 ;1;N;
520560 ;2;N;
520560 ;3;N;
520560 ;4;N;
520620 ;1;0;1.31
520620 ;2;0;1.45
520770 ;1;0;1.03
520770 ;2;0;1.22
520770 ;3;0;1.2
520770 ;4;0;1.12
520859 ;1;0;1.77
520859 ;2;6;
520859 ;3;0;1.66
520859 ;4;0;1.63
520859 ;5;6;
520859 ;6;6;
520859 ;7;6;
520859 ;8;6;
520925 ;1;0;0.37
520925 ;2;0;0.68
520925 ;3;0;0.91
520987 ;1;6;
520987 ;2;6;
520987 ;3;6;
520987 ;4;6;
520987 ;5;0;0.55
520987 ;6;0;0.67
520987 ;7;0;1.03
520987 ;8;0;0.72
520987 ;9;6;
520987 ;10;0;0.69
520987 ;11;6;
520987 ;12;0;0.76
521066 ;1;0;0.64
521066 ;2;0;0.77
521066 ;3;0;0.72
521066 ;4;0;0.71
521144 ;1;0;1.58
521144 ;2;0;1.89
521946 ;1;6;
521946 ;2;6;
521946 ;3;6;
521946 ;4;6;
521946 ;5;6;
521946 ;6;6;
521946 ;7;6;
521946 ;8;6;
521946 ;9;6;
521946 ;10;6;
521946 ;11;6;
521946 ;12;6;
521946 ;13;6;
521946 ;14;6;
521946 ;15;6;
521946 ;16;6;
522126 ;1;6;
522126 ;2;6;
522126 ;3;6;
522126 ;4;6;
523494 ;1;0;1.04
523494 ;2;0;1.11
523850 ;1;0;1.57
523850 ;2;0;1.42
524780 ;1;0;1.07
524780 ;2;0;1.26
524780 ;3;0;0.95
524780 ;4;M;1.03
524780 ;5;M;0.27
524780 ;6;0;0.41
524780 ;7;0;0.37
524780 ;8;0;0.3
524780 ;9;0;0.33
524780 ;10;0;0.28
524801 ;1;0;0.51
524801 ;2;0;0.43
524801 ;3;0;0.36
524801 ;4;0;0.4
525309 ;1;M;1.03
525309 ;2;0;1.01
525309 ;3;0;1
525309 ;4;0;1.13
526085 ;1;M;1.21
526085 ;2;M;1.17
526085 ;3;M;1.23
526085 ;4;M;1.21
526422 ;1;0;0.99
526422 ;2;0;0.93
526422 ;3;0;0.93
526422 ;4;0;1.1
526621 ;1;6;
526621 ;2;6;
526621 ;3;6;
526621 ;4;6;
526621 ;5;6;
526621 ;6;6;
526621 ;7;6;
526621 ;8;6;
526621 ;9;6;
526621 ;13;6;
526713 ;1;6;
526713 ;2;6;
526713 ;3;0;1.22
526713 ;4;0;0.48
526713 ;5;0;0.37
526930 ;1;0;1.33
526930 ;2;0;1.42
526930 ;3;0;1.38
526930 ;4;0;1.41
526930 ;5;0;1.27
526930 ;6;0;0.89
526930 ;7;0;0.31
526930 ;8;0;0.83
526930 ;9;0;0.53
526930 ;10;0;0.24
526930 ;11;0;0.58
527194 ;1;0;0.64
527194 ;2;0;0.97
527194 ;3;0;0.98
527194 ;4;0;0.67
528036 ;1;6;
528036 ;2;6;
528036 ;3;6;
528036 ;4;6;
528036 ;5;6;
528036 ;6;6;
528036 ;7;6;
528036 ;8;6;
528036 ;9;6;
528036 ;10;6;
528036 ;11;6;
528092 ;1;0;0.85
528092 ;2;0;0.83
528092 ;3;0;0.87
528092 ;4;0;1.05
528545 ;1;0;0.97
528545 ;2;0;1.06
528545 ;3;0;1.03
528545 ;4;0;1.17
529119 ;1;M;1.12
529119 ;2;M;1.28
529119 ;3;M;1.1
529119 ;4;M;1.1
529238 ;1;6;
529238 ;2;6;
529238 ;3;6;
529238 ;4;6;
529238 ;5;6;
529238 ;6;6;
529238 ;7;6;
529238 ;8;6;
529238 ;9;6;
529238 ;10;6;
530185 ;1;0;0.66
530185 ;2;0;1.84
530185 ;3;0;1.31
530185 ;4;0;0.85
530185 ;5;0;0.32
530185 ;6;0;0.64
530185 ;8;A;0.37
530185 ;11;0;0.25
530185 ;12;0;1.46
530185 ;13;0;1.57
530185 ;14;0;0.29
530185 ;15;0;1.75
530185 ;16;0;0.33
530185 ;17;0;0.69
530185 ;18;0;0.28
530185 ;20;0;1.33
531379 ;1;0;1.38
531379 ;2;0;1.26
531379 ;3;0;1.46
531604 ;1;0;1.5
531604 ;2;0;1.51
531604 ;3;0;1.46
531604 ;4;0;1.4
531823 ;1;0;1.53
531823 ;2;0;1.69
531823 ;3;0;0.65
531823 ;4;0;0.8
531823 ;5;0;0.55
531823 ;6;0;0.33
531823 ;7;0;1.06
531823 ;8;0;1.07
531823 ;9;0;1.44
531823 ;10;0;0.73
532199 ;1;0;1.08
532199 ;2;0;1.41
532199 ;3;6;
532199 ;4;6;
532855 ;1;0;1.47
532855 ;2;0;1.23
532855 ;3;0;1.3
532855 ;4;0;2.04
532855 ;5;0;1.85
533168 ;1;0;2.19
533168 ;2;0;1.53
533168 ;3;0;1.65
533168 ;4;0;1.9
533168 ;6;0;1.1
533168 ;7;0;0.43
533168 ;8;6;
533168 ;9;6;
533168 ;10;6;
533168 ;11;0;0.47
533168 ;12;0;1.1
533168 ;13;6;
533168 ;14;6;
533168 ;15;6;
533168 ;16;6;
533410 ;1;0;1.2
533410 ;2;M;0.67
533410 ;3;0;0.75
533410 ;4;0;0.97
533410 ;5;0;0.43
533796 ;1;0;1.17
533796 ;2;0;1.29
533796 ;3;0;1.32
533796 ;4;0;1.38
535031 ;1;0;1.2
535031 ;2;0;1.15
535031 ;3;0;1.15
535031 ;4;0;1.32
535236 ;1;0;0.95
535236 ;2;0;0.94
535236 ;3;0;0.67
535236 ;4;0;0.68
535534 ;1;6;
535534 ;2;6;
535534 ;3;6;
535534 ;4;6;
535633 ;1;M;1.24
535633 ;2;0;1.71
535633 ;3;0;1.79
535633 ;4;0;1.53
535633 ;5;0;1.54
535633 ;6;0;0.45
535633 ;7;0;1.42
535633 ;8;0;1.1
535633 ;11;0;1.75
535715 ;1;0;0.88
535715 ;2;0;0.82
535715 ;3;0;0.93
535715 ;4;0;0.86
535865 ;1;0;1
535865 ;2;0;1.02
535865 ;3;0;0.88
535865 ;4;0;1.01
535977 ;1;0;0.89
535977 ;2;0;1.65
535977 ;3;0;0.91
536087 ;1;6;
536087 ;2;6;
536087 ;3;6;
536087 ;4;6;
536631 ;1;0;1.45
536631 ;2;0;1.31
536631 ;3;0;1.38
537010 ;1;0;0.66
537010 ;2;0;0.92
537010 ;3;0;0.54
537010 ;4;0;0.39
537010 ;5;0;0.37
537010 ;6;0;0.4
537089 ;1;6;
537089 ;2;6;
537089 ;3;6;
537089 ;4;6;
537089 ;5;0;1.27
537089 ;6;6;
537396 ;2;6;
537396 ;3;6;
537396 ;5;0;3.68
537396 ;6;6;
537502 ;1;0;0.83
537502 ;2;0;0.81
537502 ;3;0;1.12
537502 ;4;0;1.14
537502 ;5;0;1.98
537502 ;6;0;2.85
537502 ;7;0;0.71
537502 ;8;0;1.85
537711 ;1;0;1.29
537711 ;2;0;1.29
537711 ;3;0;1.35
537711 ;4;0;1.44
537905 ;1;0;0.75
537905 ;2;0;0.79
537905 ;3;0;0.49
537905 ;4;0;0.63
538329 ;1;0;1.19
538329 ;2;0;1.15
538329 ;3;0;1.23
538498 ;1;0;1.2
538498 ;2;0;0.59
538498 ;3;0;0.36
538498 ;4;0;0.76
538664 ;1;N;
538664 ;2;N;
538706 ;1;0;1.18
538706 ;2;0;1.07
538706 ;3;0;1.36
538706 ;4;0;1.01
539407 ;1;0;0.62
539407 ;2;0;0.7
539407 ;3;0;0.79
539407 ;4;0;0.77
539417 ;1;0;0.65
539417 ;2;0;0.76
539417 ;3;0;0.98
539417 ;4;0;0.79
539417 ;5;0;0.64
539531 ;1;0;1.51
539531 ;2;0;1.82
539531 ;3;0;1.85
539531 ;4;0;1.87
539531 ;5;N;
539783 ;1;0;1.61
539783 ;2;0;1.38
539783 ;3;0;1.42
539783 ;4;0;1.48
539783 ;5;0;0.37
539821 ;1;0;1.25
539821 ;2;0;1.08
539821 ;3;0;1.22
539821 ;4;0;1.52
539927 ;1;0;1.27
539927 ;2;0;1.02
539927 ;3;0;1.27
540037 ;1;0;0.97
540037 ;2;0;1.41
540037 ;3;0;0.72
540037 ;4;0;0.97
540037 ;5;0;0.4
540037 ;6;0;0.5
540037 ;7;0;0.3
540037 ;8;0;0.29
540037 ;9;0;0.25
540037 ;10;0;0.41
540037 ;11;0;0.31
540037 ;12;0;0.37
540153 ;1;0;1.57
540153 ;2;M;1.38
540153 ;3;M;1.41
540153 ;4;0;1.42
540529 ;1;0;1.74
540529 ;2;0;1.24
540529 ;3;0;1.25
540529 ;4;0;1.94
541629 ;1;0;1.83
541629 ;2;0;1.43
541629 ;3;0;0.24
541629 ;4;0;0.4
541629 ;5;0;0.37
541629 ;6;0;0.34
541629 ;7;0;0.36
541629 ;8;0;0.36
541629 ;9;0;1.86
541629 ;10;0;0.25
541629 ;11;0;1.2
541629 ;12;0;0.34
541629 ;13;0;0.26
541629 ;14;0;1.62
541629 ;15;0;0.28
541629 ;16;0;0.44
541629 ;17;0;0.52
541629 ;18;0;0.27
541629 ;19;0;1.52
541629 ;20;0;0.37
541629 ;21;0;0.35
542038 ;1;0;0.84
542038 ;2;0;0.77
542038 ;3;0;0.78
542038 ;4;0;0.73
542086 ;1;0;1.4
542953 ;1;0;0.81
542953 ;2;0;0.77
542953 ;3;0;0.82
542953 ;4;0;0.76
542953 ;5;0;1.68
542955 ;1;0;1.13
542955 ;2;0;1.13
542955 ;3;0;1.18
542955 ;4;0;1.2
543710 ;1;0;0.84
543710 ;2;0;0.8
543710 ;3;0;0.97
543710 ;4;0;0.86
543710 ;5;0;0.38
543710 ;6;0;0.37
543710 ;7;0;0.36
543710 ;8;0;0.37
543898 ;1;6;
543898 ;2;6;
543898 ;3;6;
543898 ;4;6;
544589 ;1;6;
544589 ;2;6;
544589 ;3;6;
544589 ;4;6;
544589 ;5;6;
544589 ;6;6;
544589 ;7;6;
544589 ;8;6;
544589 ;9;6;
544589 ;10;6;
544589 ;11;6;
544589 ;12;6;
544589 ;13;6;
544589 ;14;6;
544589 ;15;6;
544589 ;16;6;
544589 ;17;6;
544589 ;18;6;
544589 ;19;6;
544589 ;20;6;
544589 ;21;6;
544589 ;22;6;
544589 ;23;6;
544589 ;24;6;
544589 ;25;6;
544589 ;26;6;
545662 ;1;6;
545662 ;2;6;
545662 ;3;6;
545662 ;4;6;
545662 ;5;6;
545662 ;6;6;
545784 ;1;0;0.83
545784 ;2;0;0.62
545784 ;3;0;0.6
546006 ;1;0;0.85
546006 ;2;0;0.6
546006 ;4;0;0.53
546006 ;5;0;1.27
546006 ;6;0;1.74
546427 ;1;N;
547004 ;2;N;
547004 ;4;N;
547004 ;5;N;
547004 ;6;N;
547004 ;7;N;
547470 ;1;0;1.65
547470 ;2;0;0.87
547470 ;3;0;0.65
547470 ;4;0;0.59
547470 ;5;0;0.63
547470 ;6;0;0.47
547470 ;7;0;0.72
547470 ;8;0;0.36
547470 ;9;0;0.73
547470 ;10;0;0.72
547470 ;11;0;0.32
547470 ;12;0;0.75
547470 ;13;0;0.51
547470 ;14;0;0.64
547470 ;15;0;0.72
547470 ;16;0;0.29
547470 ;17;0;1.36
547470 ;18;0;0.32
547470 ;19;0;0.47
547470 ;20;0;0.91
547470 ;21;0;1.48
547470 ;22;0;1.44
547470 ;23;0;1.09
547470 ;24;0;0.54
547470 ;25;0;0.52
547470 ;26;0;1.08
547470 ;27;0;0.86
547470 ;28;0;1.29
547470 ;29;0;1.45
547924 ;1;0;1.01
547924 ;2;0;1.07
547924 ;3;0;0.81
547924 ;4;0;1.01
548154 ;1;0;1.33
548154 ;2;0;1.05
548154 ;3;0;1.36
548154 ;4;6;
548154 ;5;6;
548154 ;6;0;0.34
548154 ;7;0;0.42
548154 ;8;0;0.34
548154 ;9;6;
548154 ;10;6;
549310 ;1;0;0.96
549310 ;2;0;1
549310 ;3;0;0.94
549310 ;4;0;0.92
549467 ;1;0;1.21
549467 ;2;0;1.16
549467 ;3;0;1.1
549467 ;4;0;1.26
549626 ;1;0;1.35
549626 ;2;A;0.69
549626 ;3;M;0.76
549626 ;4;0;1.16
549626 ;5;A;0.26
549626 ;6;0;0.3
549626 ;7;0;0.57
550177 ;1;6;
550177 ;2;6;
550177 ;3;6;
550177 ;4;6;
550177 ;5;6;
550177 ;6;6;
550177 ;7;6;
550584 ;2;0;0.62
550584 ;3;0;0.86
550584 ;4;0;0.51
551406 ;1;0;1.52
551406 ;2;0;0.56
551406 ;3;0;0.71
551406 ;4;0;0.95
551406 ;5;0;0.98
551406 ;6;M;0.27
551406 ;7;0;0.27
551406 ;8;0;0.37
551406 ;9;0;0.5
551406 ;10;0;0.47
551630 ;1;0;0.42
551630 ;2;0;0.42
551630 ;3;0;0.42
551630 ;4;0;0.39
551630 ;5;0;0.49
551630 ;6;0;1.49
551630 ;7;0;1.49
551630 ;8;0;0.33
551630 ;9;0;0.31
551630 ;10;0;0.43
551630 ;11;0;0.41
551630 ;12;0;0.49
551630 ;13;0;0.55
551630 ;14;0;0.43
551918 ;1;0;0.92
551918 ;2;0;0.59
551918 ;3;0;0.79
551918 ;4;0;0.8
551918 ;5;0;0.37
551918 ;6;0;0.29
551918 ;7;0;0.34
551918 ;8;0;0.38
551918 ;9;0;0.34
552052 ;1;0;1.22
552052 ;2;0;1.3
552052 ;3;0;0.99
552052 ;4;0;1.3
552115 ;1;6;
552115 ;2;6;
552115 ;3;6;
552115 ;4;6;
552130 ;1;0;2.01
552130 ;2;0;1.87
552130 ;3;0;0.29
552130 ;4;0;1.36
552130 ;5;0;0.3
552130 ;6;0;0.27
552130 ;7;0;1.01
552424 ;1;6;
552424 ;2;6;
552424 ;3;6;
552948 ;1;0;1.14
552948 ;2;0;1.26
552948 ;3;0;1.24
552948 ;4;0;1.11
553063 ;1;0;2.55
553063 ;2;0;0.62
553063 ;3;0;1.45
553063 ;4;0;1.47
553063 ;6;6;
553063 ;7;0;1.42
553063 ;8;0;0.6
553063 ;9;0;0.44
553063 ;10;0;0.62
553063 ;11;0;0.68
553063 ;12;0;0.68
553063 ;13;0;1.95
553063 ;14;M;0.36
553063 ;15;0;1.09
553063 ;16;0;2.19
553063 ;17;0;0.66
553063 ;18;0;2.05
553063 ;19;0;0.89
553063 ;20;0;0.65
553063 ;21;0;0.85
553063 ;22;0;1
553063 ;23;0;1.15
553063 ;24;0;1.29
553063 ;25;0;0.76
553442 ;1;M;0.32
553442 ;2;0;0.56
553442 ;3;0;0.92
553442 ;4;0;0.76
553442 ;5;0;1.47
553864 ;1;0;0.69
553864 ;2;0;1.35
553864 ;3;0;0.83
553864 ;4;0;0.79
555409 ;1;0;1.09
555409 ;2;0;1.02
555409 ;3;0;0.99
555409 ;4;0;0.92
555665 ;1;6;
555665 ;2;6;
555665 ;3;6;
555665 ;4;6;
556709 ;1;0;2.14
556709 ;2;0;1.67
556709 ;3;0;1.55
556709 ;4;0;1.14
557132 ;1;0;0.68
557132 ;2;0;0.65
557436 ;1;A;1.44
557436 ;2;A;1.44
557436 ;3;0;1.87
557436 ;4;0;1.8
557757 ;1;0;1.07
557757 ;2;0;0.83
557757 ;3;0;0.73
557757 ;4;0;0.8
557757 ;5;0;1.25
557757 ;6;0;0.46
557757 ;7;0;0.29
557757 ;8;0;0.35
557757 ;9;0;0.33
557757 ;10;M;0.25
557757 ;11;0;0.28
558101 ;1;0;1.94
558101 ;2;0;1.8
558101 ;3;0;2.04
558101 ;4;0;1.4
558101 ;5;0;1.86
558101 ;6;0;1.3
558729 ;1;0;1.19
558729 ;2;0;0.94
558729 ;3;0;1
558729 ;4;0;1.35
558797 ;1;0;1.35
558797 ;2;0;1.41
558797 ;3;0;1.49
558797 ;4;0;1.45
558797 ;5;0;0.27
558797 ;6;0;0.47
558797 ;7;0;0.61
558797 ;8;0;0.7
558797 ;9;0;0.4
558797 ;10;0;0.32
558797 ;11;0;0.48
558821 ;1;6;
558821 ;2;0;1.01
558821 ;3;0;1.38
558821 ;4;0;1.13
559666 ;1;0;1.45
559666 ;2;0;1.54
559666 ;3;0;1
559666 ;4;0;1.55
559666 ;5;0;0.45
559666 ;6;0;0.35
559666 ;7;0;0.67
559666 ;8;0;0.6
560068 ;1;6;
560068 ;2;6;
560068 ;3;6;
560068 ;4;6;
560720 ;1;0;1.31
560720 ;2;0;1.3
560720 ;3;0;1.24
560720 ;4;0;1.2
560991 ;1;6;
560991 ;2;6;
560991 ;3;6;
560991 ;4;6;
561057 ;1;0;1.05
561057 ;2;0;0.72
561057 ;3;0;1.38
561057 ;4;0;0.47
561057 ;5;0;0.72
561057 ;6;0;0.53
561057 ;7;M;0.48
561057 ;8;0;0.62
561188 ;1;6;
561188 ;2;6;
561188 ;3;6;
561188 ;4;6;
561188 ;5;6;
561188 ;6;6;
562037 ;1;6;
562037 ;2;6;
562037 ;3;6;
562037 ;4;6;
562037 ;5;6;
562037 ;6;6;
562037 ;7;6;
562037 ;8;6;
562365 ;1;M;1.1
562596 ;1;0;0.77
562596 ;2;0;0.97
562596 ;3;0;0.41
562596 ;4;0;1.39
562962 ;1;6;
562962 ;2;6;
562962 ;3;6;
563248 ;1;0;1.13
563248 ;2;M;0.93
563248 ;3;M;0.83
563248 ;4;0;1.07
563248 ;5;0;0.47
563248 ;6;M;0.5
563248 ;7;A;0.39
563248 ;8;A;0.44
563248 ;9;A;0.33
563248 ;10;0;0.34
563248 ;11;0;0.27
563248 ;12;0;0.28
563248 ;13;0;0.33
564176 ;1;6;
564176 ;2;6;
564176 ;3;6;
564176 ;4;6;
564176 ;5;6;
564736 ;1;0;1.57
564736 ;2;6;
564736 ;3;6;
564736 ;4;6;
564736 ;5;6;
564736 ;6;6;
564736 ;7;6;
564736 ;8;0;1.49
564736 ;9;0;1.68
564736 ;10;6;
564736 ;11;6;
564736 ;12;6;
564736 ;13;6;
565618 ;1;0;0.89
565618 ;2;0;2.49
565827 ;1;0;1.41
565827 ;2;0;1.82
565827 ;3;0;1.6
565827 ;4;0;1.77
565872 ;1;6;
565872 ;2;0;2.32
565872 ;3;6;
565872 ;4;6;
565872 ;5;6;
565872 ;6;6;
