idp;a;veget5
832192 ;23;M
832192 ;28;M
832192 ;36;M
832192 ;38;M
832241 ;2;M
832241 ;3;T
832241 ;5;M
832241 ;8;M
832241 ;10;M
832241 ;11;A
832262 ;1;N
832262 ;18;N
832298 ;7;M
832318 ;9;M
832327 ;5;M
832346 ;19;M
832393 ;8;M
832424 ;5;M
832479 ;4;M
832479 ;10;M
832479 ;19;T
832479 ;21;M
832492 ;4;M
832506 ;9;M
832542 ;4;M
832549 ;18;M
832576 ;3;6
832607 ;7;6
832610 ;4;6
832636 ;7;M
832636 ;9;M
832636 ;10;M
832641 ;9;M
832669 ;16;M
832709 ;3;6
832709 ;4;6
832709 ;5;6
832709 ;11;6
832709 ;12;6
832709 ;22;6
832709 ;23;6
832709 ;26;M
832709 ;47;6
832709 ;49;6
832709 ;50;6
832742 ;1;6
832742 ;2;6
832742 ;3;6
832742 ;4;6
832742 ;5;6
832742 ;6;6
832742 ;8;6
832742 ;12;6
832742 ;13;6
832754 ;3;M
832760 ;15;M
832760 ;19;M
832849 ;3;M
832849 ;4;T
832849 ;8;M
832862 ;8;M
832890 ;20;M
832935 ;4;M
832935 ;5;M
832942 ;2;M
832947 ;1;N
832947 ;3;N
832947 ;13;T
832947 ;14;T
832947 ;23;N
832947 ;24;M
832947 ;28;T
832947 ;30;N
833006 ;3;M
833072 ;1;6
833072 ;2;6
833072 ;3;6
833072 ;4;6
833072 ;10;A
833072 ;11;6
833072 ;12;A
833072 ;13;A
833072 ;16;A
833159 ;16;6
833159 ;24;6
833225 ;1;A
833225 ;3;6
833225 ;4;6
833225 ;5;6
833226 ;17;T
833226 ;21;T
833275 ;11;M
833284 ;4;M
833291 ;15;A
833404 ;9;T
833426 ;4;6
833426 ;5;6
833430 ;13;T
833430 ;14;A
833448 ;5;M
833483 ;5;M
833498 ;13;M
833558 ;6;A
833558 ;8;6
833586 ;11;T
833586 ;18;M
833646 ;10;M
833646 ;13;6
833646 ;15;6
833671 ;7;A
833671 ;14;A
833671 ;17;M
833671 ;20;M
833680 ;1;6
833680 ;3;6
833680 ;10;6
833680 ;11;6
833680 ;14;6
833729 ;12;M
833729 ;22;M
833729 ;25;M
833729 ;27;M
833799 ;1;M
833799 ;5;N
833803 ;5;M
833803 ;16;M
833822 ;4;M
833822 ;5;M
833833 ;9;M
833877 ;1;M
833877 ;8;M
833877 ;12;M
833877 ;19;M
833877 ;24;M
833877 ;32;M
833877 ;35;M
833877 ;37;M
833887 ;8;M
833887 ;11;M
833941 ;13;M
833948 ;1;A
833948 ;2;A
833953 ;2;M
833953 ;11;M
833978 ;6;M
833978 ;7;M
833978 ;8;M
833978 ;18;M
834034 ;14;M
834034 ;15;M
834034 ;18;M
834035 ;8;A
834037 ;8;M
834046 ;2;A
834194 ;18;M
834237 ;2;M
834237 ;24;M
834281 ;5;6
834307 ;9;M
834307 ;15;M
834307 ;16;M
834314 ;1;M
834314 ;6;M
834337 ;5;T
834344 ;5;M
834344 ;10;M
834344 ;21;M
834344 ;24;M
834374 ;7;T
834407 ;1;T
834556 ;1;M
834556 ;2;M
834556 ;7;M
834556 ;12;A
834556 ;17;M
834556 ;20;M
834591 ;6;M
834591 ;11;M
834591 ;16;M
834659 ;1;M
834659 ;2;M
834659 ;18;T
834661 ;4;N
834661 ;6;N
834661 ;7;N
834661 ;14;N
834668 ;2;N
834668 ;16;N
834710 ;5;M
834756 ;7;T
834819 ;2;M
834819 ;8;M
834819 ;16;M
834912 ;3;M
834912 ;17;A
834961 ;6;M
834966 ;22;M
834984 ;2;M
834984 ;19;M
834984 ;23;M
835031 ;3;M
835031 ;6;M
835031 ;8;M
835105 ;11;6
835106 ;3;M
835111 ;6;M
835233 ;7;M
835233 ;10;M
835233 ;14;A
835303 ;7;M
835303 ;14;M
835303 ;26;M
835330 ;2;A
835371 ;5;M
835371 ;11;N
835451 ;1;A
835489 ;7;M
835508 ;1;6
835508 ;2;6
835508 ;3;6
835508 ;4;6
835508 ;5;6
835657 ;14;M
835667 ;6;M
835667 ;16;M
835708 ;7;M
835708 ;15;M
835743 ;11;M
835804 ;6;M
835880 ;6;M
835880 ;17;M
835880 ;21;M
835880 ;22;M
836004 ;10;M
836017 ;1;M
836040 ;16;M
836061 ;11;M
836061 ;16;M
836084 ;3;M
836086 ;2;M
836086 ;3;M
836086 ;4;M
836086 ;5;M
836086 ;6;M
836086 ;11;M
836086 ;12;M
836136 ;2;6
836136 ;3;6
836136 ;6;6
836163 ;3;M
836163 ;7;A
836163 ;11;A
836163 ;15;6
836253 ;6;M
836253 ;9;M
836259 ;13;M
836259 ;20;M
836275 ;11;M
836283 ;1;A
836283 ;2;M
836283 ;3;A
836283 ;5;A
836283 ;7;M
836283 ;8;A
836283 ;10;M
836283 ;11;M
836338 ;12;M
836338 ;15;M
836380 ;4;A
836380 ;7;M
836382 ;1;M
836397 ;17;T
836447 ;1;N
836447 ;11;N
836449 ;8;6
836468 ;18;6
836469 ;2;M
836469 ;5;M
836469 ;9;M
836505 ;9;M
836505 ;15;M
836539 ;5;M
836590 ;3;M
836592 ;2;M
836673 ;6;T
836673 ;16;T
836741 ;1;A
836788 ;13;A
836788 ;21;T
836788 ;23;M
836826 ;5;M
836910 ;6;A
836910 ;9;M
836910 ;11;A
836910 ;14;M
836910 ;21;7
836937 ;4;6
836937 ;7;6
836937 ;8;6
836937 ;9;6
836976 ;1;M
837032 ;5;T
837034 ;2;M
837034 ;3;M
837034 ;5;M
837088 ;6;M
837177 ;3;M
837235 ;13;M
837235 ;14;M
837289 ;2;M
837289 ;4;M
837289 ;5;M
837289 ;6;M
837289 ;9;M
837289 ;10;M
837291 ;4;M
837291 ;7;A
837291 ;29;M
837291 ;30;A
837348 ;4;M
837348 ;5;M
837348 ;6;M
837348 ;10;M
837348 ;13;M
837348 ;15;M
837348 ;17;M
837348 ;18;M
837348 ;21;T
837348 ;22;M
837348 ;23;M
837348 ;24;M
837348 ;30;M
837348 ;31;M
837383 ;4;N
837383 ;6;M
837430 ;3;6
837430 ;4;6
837430 ;5;6
837430 ;6;6
837430 ;11;M
837434 ;2;A
837461 ;7;M
837461 ;10;A
837461 ;13;A
837461 ;14;A
837461 ;16;A
837461 ;17;A
837529 ;2;M
837529 ;14;M
837563 ;12;6
837593 ;4;M
837593 ;8;M
837593 ;11;A
837593 ;14;M
837593 ;15;M
837593 ;16;M
837593 ;17;A
837628 ;3;M
837650 ;10;M
837665 ;7;M
837665 ;8;M
837665 ;12;M
837665 ;15;M
837675 ;15;M
837679 ;24;M
837679 ;25;M
837709 ;15;6
837726 ;3;M
837726 ;10;M
837726 ;11;M
837726 ;12;M
837726 ;23;M
837730 ;2;M
837730 ;5;M
837730 ;6;M
837730 ;7;M
837771 ;2;M
837771 ;3;A
837771 ;12;M
837771 ;17;M
837801 ;1;M
837804 ;4;6
837827 ;3;M
837835 ;1;M
837835 ;2;M
837835 ;3;M
837835 ;5;M
837835 ;6;M
837835 ;14;M
837839 ;7;M
837894 ;1;A
837894 ;2;A
837894 ;3;A
837894 ;4;A
837894 ;17;A
838072 ;12;M
838072 ;14;M
838086 ;1;M
838086 ;2;M
838086 ;3;M
838086 ;4;M
838086 ;5;M
838086 ;6;M
838086 ;9;M
838086 ;11;M
838086 ;12;M
838086 ;13;M
838086 ;14;M
838086 ;15;M
838094 ;15;M
838161 ;1;6
838161 ;9;6
838161 ;15;6
838161 ;19;M
838219 ;25;N
838253 ;11;M
838253 ;12;M
838280 ;6;N
838287 ;2;M
838307 ;1;A
838414 ;8;M
838433 ;13;M
838533 ;16;M
838533 ;21;M
838548 ;1;M
838548 ;3;M
838548 ;17;M
838548 ;19;M
838548 ;23;M
838548 ;29;M
838565 ;2;6
838568 ;1;A
838568 ;2;A
838568 ;3;A
838579 ;1;A
838585 ;1;A
838585 ;7;A
838656 ;10;T
838656 ;19;M
838656 ;24;M
838699 ;23;M
838700 ;12;A
838700 ;14;A
838700 ;15;A
838784 ;2;M
838797 ;1;M
838875 ;1;N
838875 ;2;N
838892 ;5;A
838892 ;7;6
838931 ;1;A
838992 ;15;M
839051 ;4;M
839068 ;14;M
839068 ;15;M
839068 ;16;M
839068 ;17;M
839102 ;9;6
839246 ;2;A
839246 ;13;M
839250 ;12;T
839391 ;18;6
839447 ;8;M
839535 ;8;M
839535 ;18;M
839535 ;22;M
839535 ;23;M
839535 ;26;M
839535 ;27;M
839535 ;30;M
839535 ;32;N
839591 ;11;A
839601 ;2;6
839640 ;4;A
839640 ;8;A
839640 ;13;A
839640 ;14;M
839691 ;5;M
839691 ;6;M
839691 ;7;M
839692 ;2;M
839692 ;4;M
839692 ;7;N
839692 ;12;M
839692 ;25;N
839692 ;27;M
839692 ;28;N
839692 ;29;M
839692 ;30;M
839696 ;1;M
839710 ;7;M
839710 ;11;M
839734 ;1;A
839777 ;8;M
839800 ;1;M
839800 ;5;6
839800 ;6;6
839800 ;8;6
839800 ;9;M
839800 ;10;M
839800 ;11;T
839800 ;15;6
839800 ;20;T
839831 ;4;M
839866 ;8;M
839866 ;11;N
839866 ;13;N
839950 ;3;A
839967 ;1;M
839969 ;23;A
839969 ;24;M
839969 ;26;M
839971 ;6;6
840001 ;1;M
840001 ;4;M
840001 ;6;M
840001 ;7;M
840001 ;8;M
840001 ;9;M
840001 ;10;M
840001 ;11;M
840001 ;16;M
840001 ;17;M
840001 ;18;M
840036 ;1;6
840045 ;4;6
840045 ;6;M
840045 ;8;M
840045 ;10;M
840045 ;11;6
840203 ;5;M
840223 ;6;M
840255 ;1;M
840258 ;7;T
840258 ;9;M
840332 ;10;6
840332 ;12;M
840451 ;6;M
840472 ;10;M
840483 ;3;M
840483 ;12;M
840524 ;6;N
840555 ;18;M
840555 ;19;M
840602 ;2;M
840670 ;8;M
840702 ;10;M
840818 ;14;M
840861 ;8;6
840861 ;10;6
840861 ;11;6
840913 ;12;T
840985 ;11;A
840995 ;6;M
840995 ;9;M
840995 ;31;M
841018 ;18;M
841147 ;6;A
841147 ;7;A
841147 ;11;A
841147 ;12;A
841147 ;13;A
841169 ;2;M
841169 ;7;M
841169 ;19;M
841178 ;10;6
841198 ;1;M
841198 ;2;M
841198 ;3;M
841198 ;5;M
841198 ;12;M
841198 ;13;M
841208 ;22;M
841208 ;23;M
841238 ;3;M
841238 ;5;A
841289 ;16;M
841289 ;25;M
841289 ;26;M
841289 ;31;A
841340 ;10;A
841340 ;12;M
841340 ;13;M
841340 ;15;M
841365 ;14;M
841365 ;16;M
841365 ;17;M
841427 ;24;T
841432 ;10;6
841432 ;11;6
841432 ;17;6
841481 ;1;M
841481 ;19;M
841514 ;1;A
841514 ;6;M
841514 ;10;A
841558 ;4;M
841558 ;10;M
841558 ;12;M
841558 ;13;M
841601 ;5;M
841601 ;8;A
841601 ;9;A
841601 ;11;M
841601 ;12;A
841601 ;13;A
841619 ;3;M
841644 ;6;6
841644 ;10;M
841668 ;7;M
841680 ;4;M
841814 ;6;M
841814 ;7;N
841814 ;17;M
841814 ;19;M
841814 ;20;M
841870 ;2;M
841870 ;12;M
841870 ;29;M
841870 ;31;M
841870 ;34;M
841870 ;35;M
841870 ;36;M
841870 ;37;M
841871 ;16;6
841930 ;9;M
842019 ;3;M
842019 ;9;T
842052 ;1;A
842052 ;2;A
842118 ;15;M
842118 ;16;M
842118 ;17;M
842146 ;3;M
842146 ;23;M
842168 ;7;M
842168 ;10;M
842168 ;15;M
842168 ;16;M
842168 ;21;M
842214 ;2;M
842214 ;7;M
842214 ;16;M
842248 ;5;M
842293 ;5;A
842406 ;23;M
842427 ;20;M
842436 ;13;A
842484 ;2;A
842587 ;28;A
842601 ;6;M
842741 ;4;T
842741 ;10;M
842754 ;9;A
842754 ;15;A
842754 ;16;A
842754 ;17;A
842754 ;18;A
842754 ;19;A
842754 ;20;A
842754 ;21;A
842785 ;13;M
842785 ;20;M
842882 ;8;M
842882 ;9;M
842882 ;10;M
842882 ;11;M
842963 ;3;M
842963 ;10;M
843048 ;2;M
843048 ;3;M
843048 ;4;M
843048 ;6;M
843048 ;15;A
843052 ;7;M
843133 ;4;A
843133 ;5;A
843140 ;7;M
843140 ;9;M
843149 ;14;A
843230 ;8;6
843230 ;19;6
843257 ;3;M
843257 ;15;6
843263 ;10;A
843263 ;17;A
843312 ;4;6
843312 ;5;6
843312 ;15;N
843312 ;18;N
843320 ;5;M
843320 ;8;M
843343 ;1;M
843343 ;8;A
843343 ;9;A
843343 ;10;M
843343 ;12;M
843343 ;14;M
843343 ;15;M
843343 ;18;A
843343 ;19;A
843418 ;1;M
843418 ;20;M
843418 ;21;M
843445 ;7;M
843465 ;4;M
843465 ;12;M
843594 ;1;M
843594 ;3;M
843636 ;4;M
843636 ;6;M
843636 ;9;M
843636 ;16;M
843636 ;25;M
843679 ;4;M
843679 ;5;M
843679 ;6;M
843712 ;14;M
843712 ;19;M
843712 ;25;N
843712 ;26;N
843712 ;28;N
843768 ;3;M
843768 ;5;M
843768 ;6;M
843768 ;15;M
843768 ;18;M
843768 ;19;M
843965 ;10;A
843965 ;11;A
843965 ;12;A
843973 ;1;M
844092 ;15;M
844106 ;3;M
844161 ;1;M
844161 ;5;M
844161 ;8;M
844241 ;1;M
844241 ;3;M
844241 ;17;M
844241 ;20;M
844241 ;28;M
844260 ;3;M
844260 ;15;M
844269 ;9;6
844269 ;10;6
844451 ;1;M
844464 ;6;M
844471 ;4;M
844471 ;5;M
844471 ;7;M
844497 ;16;M
844521 ;19;T
844527 ;2;M
844549 ;2;N
844549 ;7;N
844558 ;1;M
844566 ;5;M
844621 ;16;M
844627 ;9;T
844645 ;7;M
844648 ;11;M
844662 ;4;M
844679 ;17;M
844712 ;7;M
844767 ;2;6
844767 ;11;6
844810 ;10;M
844849 ;12;M
844849 ;14;M
844849 ;19;6
844849 ;20;M
844849 ;22;M
844849 ;32;M
844857 ;13;6
844869 ;2;M
844869 ;4;M
844869 ;7;M
844869 ;13;M
844869 ;23;M
844871 ;16;M
844956 ;4;M
844993 ;1;6
845064 ;7;M
845127 ;7;M
845136 ;3;M
845181 ;7;N
845256 ;15;A
845256 ;18;A
845256 ;19;A
845257 ;10;A
845267 ;8;M
845267 ;12;A
845368 ;11;M
845368 ;19;A
845396 ;3;A
845396 ;4;A
845396 ;6;A
845396 ;7;A
845435 ;9;6
845474 ;7;A
845474 ;9;6
845474 ;12;M
845474 ;13;M
845481 ;1;M
845481 ;6;M
845481 ;11;A
845481 ;12;A
845481 ;13;A
845481 ;17;M
845546 ;18;M
845585 ;6;M
845619 ;2;N
845619 ;3;N
845633 ;2;M
845639 ;5;M
845639 ;10;M
845759 ;9;M
845791 ;11;T
845807 ;5;M
845815 ;7;M
845822 ;6;M
845822 ;12;M
845822 ;16;M
845823 ;7;6
845871 ;15;A
845938 ;5;6
845940 ;4;M
845940 ;11;M
845940 ;14;M
845940 ;17;M
845940 ;22;M
846018 ;7;M
846018 ;10;M
846031 ;18;M
846031 ;22;M
846031 ;23;M
846035 ;5;N
846100 ;9;A
846100 ;10;M
846100 ;14;M
846100 ;18;M
846100 ;19;M
846100 ;25;M
846100 ;26;M
846100 ;28;M
846130 ;3;A
846130 ;4;A
846130 ;12;M
846230 ;9;A
846260 ;8;M
846260 ;9;M
846260 ;12;M
846290 ;4;M
846293 ;1;M
846293 ;9;N
846293 ;10;N
846326 ;2;M
846326 ;8;M
846326 ;10;M
846326 ;12;M
846349 ;5;M
846349 ;12;A
846423 ;9;A
846424 ;21;A
846426 ;1;M
846426 ;10;M
846437 ;11;M
846437 ;18;M
846448 ;13;M
846452 ;2;A
846452 ;4;A
846452 ;5;A
846452 ;9;M
846452 ;11;A
846452 ;12;M
846465 ;6;M
846465 ;7;M
846465 ;8;M
846601 ;1;M
846601 ;2;M
846601 ;3;M
846601 ;4;M
846601 ;9;M
846640 ;2;6
846640 ;3;6
846640 ;12;6
846640 ;24;6
846742 ;2;A
846742 ;10;A
846762 ;2;M
846762 ;9;A
846762 ;11;M
846770 ;23;M
846831 ;7;A
846866 ;4;M
846866 ;7;M
846866 ;8;M
846866 ;12;M
846866 ;16;M
846925 ;2;A
846925 ;5;A
846994 ;18;M
846994 ;23;M
846994 ;24;M
846994 ;26;M
847035 ;11;6
847042 ;12;6
847052 ;2;M
847068 ;1;6
847068 ;4;6
847068 ;7;6
847068 ;9;6
847073 ;2;M
847104 ;3;M
847104 ;8;M
847135 ;4;A
847135 ;12;M
847135 ;14;M
847156 ;5;M
847156 ;6;M
847158 ;1;M
847158 ;8;M
847158 ;9;M
847158 ;11;M
847158 ;12;M
847158 ;20;M
847158 ;23;M
847165 ;2;M
847165 ;20;M
847165 ;25;M
847192 ;2;M
847267 ;1;A
847267 ;8;M
847267 ;10;A
847267 ;15;A
847267 ;19;M
847267 ;23;M
847271 ;4;M
847279 ;8;M
847317 ;4;T
847317 ;8;M
847317 ;9;M
847317 ;12;M
847317 ;13;M
847317 ;14;M
847317 ;15;M
847317 ;20;M
847368 ;1;A
847495 ;11;M
847495 ;17;M
847495 ;18;M
847495 ;19;M
847495 ;22;M
847562 ;14;T
847577 ;29;M
847579 ;18;M
847579 ;20;M
847583 ;3;N
847594 ;7;M
847604 ;1;N
847610 ;2;T
847651 ;3;M
847651 ;9;A
847699 ;11;6
847753 ;2;M
847753 ;5;M
847753 ;6;M
847846 ;7;M
847859 ;8;M
847877 ;6;N
847890 ;17;M
847895 ;10;M
847989 ;14;M
847998 ;1;M
848013 ;2;A
848018 ;3;M
848018 ;4;M
848068 ;1;T
848068 ;5;T
848172 ;3;T
848231 ;10;M
848231 ;12;M
848268 ;3;M
848268 ;4;M
848268 ;6;M
848268 ;9;M
848268 ;11;M
848268 ;23;M
848268 ;25;M
848268 ;26;M
848268 ;27;M
848276 ;22;A
848278 ;3;M
848278 ;4;M
848285 ;2;N
848285 ;3;M
848285 ;10;M
848285 ;11;M
848285 ;13;M
848302 ;8;M
848302 ;10;6
848309 ;18;M
848322 ;3;M
848384 ;2;M
848433 ;3;6
848433 ;4;6
848503 ;6;A
848517 ;1;N
848541 ;8;M
848541 ;10;M
848611 ;5;M
848611 ;7;M
848612 ;4;M
848612 ;7;M
848612 ;8;M
848612 ;11;M
848612 ;12;M
848612 ;13;M
848612 ;15;7
848612 ;16;M
848612 ;18;M
848612 ;19;M
848612 ;24;M
848612 ;25;M
848612 ;26;M
848612 ;27;M
848612 ;28;T
848630 ;1;A
848646 ;2;M
848646 ;9;M
848646 ;11;A
848671 ;3;M
848671 ;13;M
848671 ;20;M
848679 ;6;M
848679 ;10;M
848721 ;17;M
848733 ;3;A
848733 ;5;M
848733 ;6;M
848733 ;7;M
848733 ;8;M
848745 ;2;M
848745 ;12;N
848789 ;6;T
848789 ;8;M
848789 ;15;M
848789 ;17;M
848789 ;18;M
848789 ;21;M
848789 ;23;M
848789 ;26;M
848789 ;29;M
848797 ;12;A
848797 ;21;N
848797 ;25;M
848821 ;22;M
848836 ;6;M
848848 ;6;A
848848 ;12;M
848848 ;22;A
848848 ;25;M
848848 ;26;M
848848 ;28;M
848848 ;29;M
848926 ;8;M
848938 ;2;A
848938 ;5;M
848940 ;3;M
848940 ;6;M
848940 ;10;M
848940 ;11;M
848940 ;12;M
848940 ;14;M
848940 ;16;M
848940 ;18;M
848940 ;29;M
848953 ;3;T
849024 ;3;6
849029 ;6;M
849091 ;9;T
849110 ;12;A
849199 ;8;M
849217 ;9;M
849217 ;11;M
849217 ;17;M
849223 ;1;A
849233 ;1;M
849233 ;2;M
849258 ;1;M
849275 ;1;T
849317 ;8;M
849317 ;11;M
849318 ;4;A
849341 ;3;M
849341 ;4;M
849374 ;7;M
849386 ;5;6
849386 ;6;6
849386 ;12;6
849421 ;3;M
849421 ;21;A
849482 ;5;M
849482 ;7;M
849512 ;14;M
849512 ;17;M
849536 ;10;M
849537 ;10;M
849551 ;2;M
849553 ;1;M
849553 ;5;M
849553 ;7;M
849553 ;9;A
849553 ;16;M
849592 ;10;M
849659 ;5;M
849659 ;10;M
849661 ;5;M
849661 ;6;M
849661 ;12;M
849661 ;13;M
849661 ;14;M
849661 ;17;M
849661 ;19;M
849680 ;4;A
849689 ;5;6
849695 ;6;A
849767 ;15;M
849767 ;19;6
849787 ;1;M
849787 ;18;M
849787 ;19;M
849787 ;20;M
849787 ;21;M
849787 ;24;M
849800 ;3;N
849800 ;6;N
849829 ;11;A
849829 ;13;M
849868 ;4;M
849913 ;7;M
849960 ;1;M
849967 ;1;M
849967 ;3;A
849967 ;7;A
849967 ;8;A
850001 ;7;N
850039 ;1;M
850084 ;8;M
850189 ;4;A
850201 ;9;M
850201 ;10;M
850256 ;1;6
850259 ;10;A
850340 ;8;M
850340 ;20;M
850340 ;27;M
850340 ;28;M
850340 ;29;M
850376 ;1;M
850376 ;6;M
850378 ;9;M
850381 ;24;M
850383 ;9;M
850383 ;12;M
850383 ;22;7
850415 ;3;M
850481 ;2;M
850496 ;2;N
850548 ;4;M
850590 ;2;M
850590 ;5;M
850592 ;5;A
850632 ;1;6
850654 ;2;M
850654 ;8;M
850654 ;9;M
850654 ;14;M
850717 ;5;M
850717 ;7;M
850717 ;13;M
850717 ;14;M
850717 ;19;M
850719 ;14;A
850756 ;2;M
850756 ;3;M
850756 ;5;M
850756 ;6;M
850756 ;10;M
850797 ;8;M
850808 ;9;A
850867 ;12;M
850867 ;14;M
850867 ;19;M
850877 ;5;M
850989 ;6;A
850989 ;7;A
850989 ;8;M
850989 ;9;M
850989 ;10;M
850989 ;11;A
851030 ;1;M
851030 ;2;M
851030 ;3;M
851030 ;4;M
851030 ;5;M
851030 ;7;M
851030 ;14;M
851030 ;17;M
851030 ;18;M
851030 ;20;M
851030 ;21;M
851030 ;22;M
851030 ;23;M
851030 ;31;M
851030 ;32;M
851030 ;33;M
851030 ;34;M
851030 ;35;M
851044 ;7;A
851078 ;8;M
851078 ;9;M
851125 ;3;M
851171 ;11;M
851235 ;2;M
851235 ;6;M
851235 ;13;M
851235 ;27;M
851235 ;29;M
851235 ;30;M
851245 ;5;A
851245 ;9;M
851280 ;1;M
851280 ;7;M
851331 ;11;A
851331 ;17;M
851386 ;5;M
851436 ;8;6
851478 ;1;M
851500 ;11;6
851584 ;5;A
851595 ;6;M
851595 ;9;M
851595 ;10;M
851595 ;11;M
851595 ;12;M
851595 ;14;M
851595 ;16;M
851595 ;20;M
851642 ;10;M
851666 ;2;A
851674 ;1;M
851674 ;3;M
851674 ;4;M
851674 ;5;M
851674 ;7;M
851674 ;11;M
851674 ;13;M
851674 ;14;M
851674 ;15;M
851674 ;19;M
851674 ;20;M
851674 ;22;M
851674 ;24;M
851703 ;3;A
851749 ;2;A
851749 ;3;A
851749 ;6;A
851749 ;8;A
851749 ;9;A
851749 ;15;A
851775 ;2;M
851857 ;4;M
851920 ;24;M
851956 ;2;M
851991 ;4;M
852044 ;5;M
852044 ;10;A
852044 ;14;A
852044 ;15;A
852136 ;8;M
852153 ;7;6
852169 ;9;M
852169 ;13;A
852169 ;14;A
852169 ;17;A
852169 ;19;M
852169 ;21;M
852169 ;22;T
852169 ;23;M
852169 ;25;M
852169 ;26;M
852169 ;28;M
852173 ;1;M
852247 ;4;A
852254 ;8;M
852260 ;11;M
852260 ;13;M
852260 ;15;M
852293 ;8;M
852355 ;5;M
852452 ;18;6
852478 ;6;M
852490 ;3;A
852490 ;4;M
852490 ;17;A
852490 ;18;M
852490 ;20;A
852490 ;21;A
852496 ;24;A
852496 ;25;A
852604 ;2;M
852613 ;1;6
852613 ;2;6
852613 ;3;6
852613 ;4;6
852613 ;9;6
852613 ;10;6
852613 ;17;6
852613 ;25;6
852613 ;29;6
852613 ;30;6
852613 ;31;6
852613 ;32;6
852613 ;33;6
852613 ;34;6
852641 ;4;A
852641 ;6;A
852643 ;2;A
852762 ;4;T
852762 ;5;M
852762 ;14;T
852762 ;20;T
852762 ;26;T
852839 ;2;6
852839 ;8;6
852839 ;12;6
852839 ;17;6
852845 ;3;M
852845 ;6;M
852845 ;7;M
852845 ;8;M
852845 ;9;M
852845 ;11;M
852906 ;1;6
852969 ;2;6
852969 ;6;6
852969 ;8;6
852969 ;10;6
852969 ;11;6
852969 ;22;M
852995 ;8;M
853001 ;3;M
853080 ;7;6
853088 ;10;M
853088 ;18;M
853124 ;6;T
853124 ;10;T
853132 ;10;6
853154 ;4;A
853154 ;9;M
853154 ;11;M
853198 ;1;6
853198 ;8;6
853198 ;10;6
853198 ;17;6
853201 ;4;M
853201 ;19;M
853207 ;3;A
853207 ;14;A
853239 ;12;N
853239 ;19;N
853253 ;4;A
853253 ;5;M
853253 ;6;M
853338 ;7;M
853405 ;4;M
853423 ;3;A
853510 ;3;A
853510 ;6;A
853510 ;8;A
853510 ;9;A
853510 ;14;A
853510 ;18;M
853516 ;3;M
853516 ;9;M
853525 ;16;6
853547 ;2;6
853547 ;12;A
853558 ;1;M
853558 ;9;M
853558 ;12;M
853569 ;15;6
853665 ;5;A
853665 ;10;M
853743 ;15;M
853747 ;10;M
853747 ;13;M
853747 ;14;M
853747 ;15;M
853747 ;16;M
853747 ;17;M
853747 ;18;M
853747 ;31;M
853758 ;3;T
853804 ;1;M
853804 ;11;A
853804 ;13;A
853874 ;12;M
853888 ;1;M
853888 ;6;M
853888 ;9;M
853888 ;12;M
853888 ;17;M
853888 ;19;M
853899 ;19;M
853929 ;4;A
853951 ;7;M
853951 ;8;M
853959 ;1;M
853971 ;11;M
853971 ;12;M
854017 ;4;M
854017 ;5;M
854034 ;19;M
854034 ;20;M
854037 ;15;M
854057 ;8;A
854057 ;13;M
854057 ;14;M
854076 ;1;T
854076 ;6;M
854120 ;6;M
854136 ;1;M
854136 ;5;M
854136 ;8;M
854136 ;13;M
854136 ;15;M
854136 ;19;M
854172 ;4;M
854172 ;5;M
854172 ;8;M
854200 ;1;M
854200 ;2;M
854200 ;6;M
854200 ;9;M
854200 ;10;M
854200 ;14;M
854200 ;21;M
854200 ;26;M
854200 ;27;N
854200 ;28;M
854200 ;31;M
854200 ;38;M
854200 ;39;M
854200 ;40;M
854200 ;41;M
854200 ;42;M
854200 ;43;M
854216 ;11;M
854216 ;16;M
854216 ;18;M
854224 ;7;M
854238 ;5;M
854238 ;6;T
854277 ;3;M
854285 ;10;A
854285 ;13;A
854285 ;14;A
854318 ;17;A
854318 ;20;M
854376 ;4;6
854376 ;7;M
854376 ;10;M
854376 ;21;M
854380 ;3;M
854380 ;5;M
854380 ;6;M
854380 ;12;M
854380 ;13;M
854380 ;15;M
854380 ;22;M
854414 ;3;A
854471 ;1;M
854474 ;1;M
854474 ;2;M
854474 ;4;M
854474 ;5;M
854474 ;12;M
854474 ;13;M
854540 ;6;M
854682 ;7;M
854812 ;9;A
854812 ;11;M
854812 ;12;A
854812 ;22;M
854812 ;29;A
854837 ;1;6
854899 ;3;M
854899 ;5;M
854907 ;7;M
854916 ;13;M
854916 ;21;T
854916 ;27;M
854992 ;15;M
854996 ;3;M
854996 ;15;M
855062 ;12;A
855062 ;15;M
855062 ;18;M
855198 ;2;M
855226 ;2;M
855226 ;20;M
855226 ;23;M
855226 ;25;M
855226 ;26;M
855226 ;28;M
855278 ;4;M
855278 ;8;M
855278 ;15;M
855393 ;2;M
855453 ;20;M
855458 ;1;M
855458 ;6;A
855458 ;9;A
855458 ;12;M
855458 ;16;M
855464 ;7;M
855464 ;9;M
855465 ;7;M
855564 ;7;6
855564 ;21;A
855658 ;6;M
855756 ;2;M
855756 ;4;M
855763 ;5;M
855763 ;6;T
855771 ;6;M
855771 ;10;M
855771 ;15;M
855787 ;8;A
855829 ;4;M
855829 ;6;M
855829 ;13;6
855829 ;14;6
855829 ;17;6
855829 ;18;6
855829 ;23;M
855829 ;24;M
855829 ;25;M
855841 ;2;M
855854 ;21;M
855856 ;18;A
